Product_Name,Category,Flavor,Order_Status,Sales_Channel,Container_Size_Lbs,Servings_Per_Container,Price_Per_Unit_PHP,Units_Sold,Total_Price_PHP,Order_Date,Shipment_Date
Nitro Whey Concentrate,Protein Powder,Vanilla Ice Cream,Processing,Online Store,5,75,3567,3856,13754352,7/29/2025,08/06/2025
Creatine Drive,Creatine,Blue Raspberry,Delivered,Gym Partner,1.1,100,1301,2938,3822338,5/19/2025,05/22/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Shipped,Marketplace,0.66,30,1104,4234,4674336,11/19/2025,11/26/2025
Whey Isolate Elite,Protein Powder,Unflavored,Returned,Gym Partner,5,75,3496,1075,3758200,4/25/2025,05/03/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Shipped,Online Store,0.66,30,1217,4814,5858638,11/29/2025,12/01/2025
Max Pre-Workout,Pre-Workout,Sour Apple,Processing,Online Store,1,45,2394,1553,3717882,10/21/2026,10/23/2026
Max Pre-Workout,Pre-Workout,Sour Apple,Shipped,Retail Store,0.66,30,1315,120,157800,3/20/2026,03/27/2026
Plant Power Vegan,Protein Powder,Cookies & Cream,Processing,Gym Partner,2,30,1596,3978,6348888,9/6/2025,09/15/2025
Max Pre-Workout,Pre-Workout,Watermelon,Delivered,Retail Store,0.66,30,1212,4030,4884360,2/26/2025,03/01/2025
Pre-Workout Ignition,Pre-Workout,Sour Apple,Shipped,Online Store,1.33,60,1851,3072,5686272,11/1/2025,11/09/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Delivered,Retail Store,12,32,4102,151,619402,8/9/2025,08/12/2025
Plant Power Vegan,Protein Powder,Cookies & Cream,Delivered,Marketplace,2,30,1287,2457,3162159,1/13/2025,01/19/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Shipped,Online Store,6,16,1882,2635,4959070,4/23/2026,04/29/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Shipped,Gym Partner,12,32,3378,4083,13792374,10/20/2025,10/25/2025
Max Pre-Workout,Pre-Workout,Watermelon,Returned,Retail Store,1.33,60,2042,3206,6546652,11/5/2026,11/14/2026
Pre-Workout Ignition,Pre-Workout,Sour Apple,Processing,Online Store,0.66,30,1173,2921,3426333,2/25/2025,03/06/2025
Whey Isolate Elite,Protein Powder,Milk Chocolate,Returned,Online Store,5,75,3266,1809,5908194,4/6/2026,04/15/2026
Creatine Monohydrate Pure,Creatine,Fruit Punch,Delivered,Gym Partner,2.2,200,1385,4771,6607835,7/3/2026,07/09/2026
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Delivered,Marketplace,12,32,3211,3336,10711896,5/20/2026,05/23/2026
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Cancelled,Marketplace,0.66,30,1386,3567,4943862,7/5/2025,07/12/2025
Whey Isolate Elite,Protein Powder,Unflavored,Cancelled,Gym Partner,2,30,1227,2509,3078543,9/23/2025,09/28/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Processing,Marketplace,6,16,2072,2474,5126128,9/2/2026,09/10/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Shipped,Marketplace,12,32,3417,1185,4049145,10/13/2026,10/23/2026
Whey Isolate Elite,Protein Powder,Cookies & Cream,Processing,Gym Partner,2,30,1613,3478,5610014,9/29/2025,10/05/2025
Whey Isolate Elite,Protein Powder,Cookies & Cream,Returned,Retail Store,2,30,1495,473,707135,11/25/2026,12/02/2026
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Processing,Online Store,2,30,1630,3893,6345590,3/8/2026,03/15/2026
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Shipped,Online Store,1,45,1879,4449,8359671,4/14/2026,04/19/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Returned,Online Store,12,32,3982,4725,18814950,9/13/2026,09/19/2026
Creatine Drive,Creatine,Unflavored,Returned,Retail Store,2.2,200,1474,733,1080442,11/6/2025,11/16/2025
Plant Power Vegan,Protein Powder,Cookies & Cream,Delivered,Marketplace,5,75,3456,853,2947968,3/24/2026,04/03/2026
Max Pre-Workout,Pre-Workout,Sour Apple,Cancelled,Online Store,1,45,2274,1279,2908446,11/22/2025,11/26/2025
Mass Gainer Pro,Weight Gainer,Double Chocolate,Cancelled,Retail Store,12,32,3845,378,1453410,12/10/2025,12/16/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Delivered,Gym Partner,1.33,60,2356,4252,10017712,8/24/2025,08/26/2025
Mass Gainer Pro,Weight Gainer,Double Chocolate,Processing,Retail Store,6,16,2219,2416,5361104,7/17/2025,07/25/2025
Pre-Workout Ignition,Pre-Workout,Sour Apple,Returned,Marketplace,1.33,60,2143,4847,10387121,5/18/2026,05/25/2026
Nitro Whey Concentrate,Protein Powder,Vanilla Ice Cream,Processing,Gym Partner,5,75,3154,3584,11303936,1/28/2025,02/04/2025
Whey Isolate Elite,Protein Powder,Milk Chocolate,Returned,Gym Partner,5,75,3170,619,1962230,8/31/2026,09/03/2026
Whey Isolate Elite,Protein Powder,Vanilla Ice Cream,Returned,Online Store,5,75,3543,1163,4120509,12/21/2026,12/27/2026
Plant Power Vegan,Protein Powder,Milk Chocolate,Cancelled,Marketplace,2,30,1728,1678,2899584,7/27/2025,08/03/2025
Pre-Workout Ignition,Pre-Workout,Sour Apple,Shipped,Gym Partner,1,45,1972,1545,3046740,2/27/2025,03/09/2025
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Shipped,Online Store,1.33,60,2124,3873,8226252,2/19/2026,02/22/2026
Whey Isolate Elite,Protein Powder,Milk Chocolate,Returned,Gym Partner,2,30,1382,1297,1792454,7/14/2025,07/17/2025
Creatine Drive,Creatine,Blue Raspberry,Returned,Gym Partner,1.1,100,1444,1746,2521224,4/8/2025,04/17/2025
Mass Gainer Pro,Weight Gainer,Double Chocolate,Returned,Gym Partner,6,16,1803,1359,2450277,12/5/2025,12/14/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Shipped,Marketplace,0.66,30,1346,2086,2807756,2/7/2026,02/15/2026
Pre-Workout Ignition,Pre-Workout,Watermelon,Cancelled,Marketplace,1,45,2292,4414,10116888,7/27/2026,08/06/2026
Creatine Drive,Creatine,Fruit Punch,Cancelled,Marketplace,2.2,200,1514,3634,5501876,4/23/2025,04/30/2025
Mass Gainer Pro,Weight Gainer,Double Chocolate,Delivered,Marketplace,12,32,3282,4001,13131282,2/26/2026,03/07/2026
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Shipped,Online Store,2,30,1455,3242,4717110,4/22/2025,04/29/2025
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Processing,Online Store,5,75,3123,404,1261692,10/31/2025,11/08/2025
Whey Isolate Elite,Protein Powder,Vanilla Ice Cream,Cancelled,Marketplace,5,75,3229,194,626426,7/9/2025,07/15/2025
Creatine Monohydrate Pure,Creatine,Unflavored,Delivered,Retail Store,0.66,60,702,942,661284,12/1/2025,12/05/2025
Max Pre-Workout,Pre-Workout,Sour Apple,Shipped,Marketplace,1.33,60,2203,1155,2544465,12/30/2026,01/02/2027
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Shipped,Online Store,6,16,1849,590,1090910,7/3/2026,07/10/2026
Whey Isolate Elite,Protein Powder,Vanilla Ice Cream,Returned,Marketplace,5,75,3409,97,330673,2/28/2025,03/09/2025
Creatine Drive,Creatine,Blue Raspberry,Returned,Marketplace,0.66,60,837,705,590085,8/5/2026,08/13/2026
Creatine Monohydrate Pure,Creatine,Unflavored,Shipped,Gym Partner,0.66,60,792,2530,2003760,5/25/2025,06/02/2025
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Returned,Marketplace,2,30,1396,2143,2991628,11/18/2026,11/27/2026
Pre-Workout Ignition,Pre-Workout,Watermelon,Processing,Gym Partner,1.33,60,1822,1034,1883948,3/5/2026,03/07/2026
Plant Power Vegan,Protein Powder,Cookies & Cream,Processing,Gym Partner,5,75,3653,2151,7857603,5/25/2025,06/02/2025
Mass Gainer Pro,Weight Gainer,Double Chocolate,Shipped,Online Store,12,32,4007,2675,10718725,7/16/2026,07/22/2026
Max Pre-Workout,Pre-Workout,Sour Apple,Cancelled,Gym Partner,1.33,60,2146,4670,10021820,2/10/2025,02/13/2025
Pre-Workout Ignition,Pre-Workout,Watermelon,Shipped,Online Store,0.66,30,1211,2325,2815575,7/17/2025,07/22/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Shipped,Online Store,6,16,2153,794,1709482,1/26/2026,01/30/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Cancelled,Retail Store,12,32,3499,4384,15339616,5/15/2026,05/25/2026
Mass Gainer Pro,Weight Gainer,Double Chocolate,Returned,Retail Store,12,32,3415,3526,12041290,11/29/2026,12/06/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Shipped,Marketplace,12,32,4043,3019,12205817,4/15/2026,04/23/2026
Nitro Whey Concentrate,Protein Powder,Unflavored,Returned,Online Store,2,30,1399,2615,3658385,11/28/2026,12/03/2026
Max Pre-Workout,Pre-Workout,Fruit Punch,Shipped,Online Store,1.33,60,2075,3881,8053075,8/18/2025,08/24/2025
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Cancelled,Retail Store,0.66,60,887,2303,2042761,5/16/2026,05/26/2026
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Returned,Marketplace,5,75,3054,780,2382120,3/21/2026,03/26/2026
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Shipped,Marketplace,5,75,3243,4604,14930772,9/14/2026,09/16/2026
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Processing,Retail Store,6,16,1953,3142,6136326,7/13/2025,07/18/2025
Whey Isolate Elite,Protein Powder,Milk Chocolate,Shipped,Online Store,2,30,1332,3750,4995000,4/4/2025,04/09/2025
Creatine Monohydrate Pure,Creatine,Fruit Punch,Shipped,Gym Partner,0.66,60,862,2955,2547210,1/4/2025,01/07/2025
Whey Isolate Elite,Protein Powder,Unflavored,Processing,Marketplace,5,75,3780,4964,18763920,2/9/2026,02/12/2026
Pre-Workout Ignition,Pre-Workout,Sour Apple,Processing,Gym Partner,1.33,60,2155,3051,6574905,6/17/2025,06/21/2025
Pre-Workout Ignition,Pre-Workout,Sour Apple,Delivered,Gym Partner,0.66,30,1458,3944,5750352,2/11/2025,02/16/2025
Nitro Whey Concentrate,Protein Powder,Cookies & Cream,Returned,Online Store,2,30,1363,672,915936,11/21/2025,11/23/2025
Whey Isolate Elite,Protein Powder,Milk Chocolate,Shipped,Retail Store,2,30,1259,4961,6245899,6/7/2026,06/17/2026
Max Pre-Workout,Pre-Workout,Fruit Punch,Shipped,Marketplace,1.33,60,2284,2870,6555080,5/20/2025,05/28/2025
Creatine Drive,Creatine,Fruit Punch,Delivered,Gym Partner,2.2,200,1518,3703,5621154,2/17/2025,02/19/2025
Creatine Monohydrate Pure,Creatine,Fruit Punch,Cancelled,Online Store,1.1,100,1289,3545,4569505,2/15/2026,02/17/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Shipped,Marketplace,6,16,2256,4020,9069120,9/2/2026,09/11/2026
Creatine Monohydrate Pure,Creatine,Fruit Punch,Returned,Online Store,2.2,200,1508,1199,1808092,8/21/2025,08/26/2025
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Returned,Marketplace,0.66,60,752,680,511360,6/24/2025,07/01/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Returned,Online Store,1.33,60,1935,2732,5286420,2/28/2026,03/04/2026
Max Pre-Workout,Pre-Workout,Watermelon,Processing,Retail Store,1,45,2356,2642,6224552,10/27/2026,11/06/2026
Plant Power Vegan,Protein Powder,Unflavored,Cancelled,Gym Partner,5,75,3180,1427,4537860,12/2/2025,12/08/2025
Creatine Monohydrate Pure,Creatine,Unflavored,Delivered,Marketplace,2.2,200,1651,1377,2273427,9/12/2025,09/22/2025
Creatine Drive,Creatine,Blue Raspberry,Cancelled,Marketplace,2.2,200,1235,146,180310,5/13/2025,05/16/2025
Mass Gainer Pro,Weight Gainer,Double Chocolate,Returned,Online Store,6,16,2246,1526,3427396,10/26/2026,11/04/2026
Plant Power Vegan,Protein Powder,Unflavored,Returned,Online Store,2,30,1482,3041,4506762,12/13/2026,12/19/2026
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Shipped,Online Store,6,16,2156,1350,2910600,5/31/2026,06/07/2026
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Cancelled,Marketplace,0.66,30,1130,627,708510,10/26/2026,10/28/2026
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Processing,Online Store,12,32,3332,956,3185392,1/23/2026,01/28/2026
Whey Isolate Elite,Protein Powder,Vanilla Ice Cream,Delivered,Online Store,2,30,1395,868,1210860,4/8/2025,04/17/2025
Pre-Workout Ignition,Pre-Workout,Watermelon,Cancelled,Online Store,1.33,60,2241,1271,2848311,7/9/2026,07/14/2026
Nitro Whey Concentrate,Protein Powder,Unflavored,Cancelled,Marketplace,2,30,1437,2727,3918699,2/1/2026,02/07/2026
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Shipped,Online Store,0.66,60,629,1172,737188,5/16/2026,05/21/2026
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Processing,Retail Store,1,45,1978,3191,6311798,1/16/2026,01/21/2026
Plant Power Vegan,Protein Powder,Milk Chocolate,Cancelled,Retail Store,5,75,3131,3202,10025462,6/20/2025,06/22/2025
Max Pre-Workout,Pre-Workout,Fruit Punch,Cancelled,Marketplace,0.66,30,1181,274,323594,7/9/2026,07/17/2026
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Delivered,Online Store,1.1,100,1232,3939,4852848,7/27/2026,08/05/2026
Creatine Monohydrate Pure,Creatine,Fruit Punch,Returned,Gym Partner,1.1,100,1689,3213,5426757,6/28/2025,07/05/2025
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Delivered,Gym Partner,2,30,1631,26,42406,3/20/2026,03/24/2026
Mass Gainer Pro,Weight Gainer,Double Chocolate,Processing,Online Store,12,32,3287,2274,7474638,10/28/2026,11/01/2026
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Returned,Marketplace,5,75,3269,1637,5351353,6/18/2026,06/22/2026
Max Pre-Workout,Pre-Workout,Fruit Punch,Processing,Retail Store,0.66,30,1349,421,567929,6/14/2025,06/21/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Cancelled,Online Store,12,32,3459,2248,7775832,1/17/2025,01/21/2025
Nitro Whey Concentrate,Protein Powder,Vanilla Ice Cream,Returned,Gym Partner,5,75,3398,277,941246,9/27/2025,10/07/2025
Whey Isolate Elite,Protein Powder,Unflavored,Cancelled,Marketplace,5,75,3702,4069,15063438,2/2/2026,02/07/2026
Creatine Monohydrate Pure,Creatine,Fruit Punch,Processing,Retail Store,1.1,100,1515,3129,4740435,1/10/2025,01/19/2025
Nitro Whey Concentrate,Protein Powder,Vanilla Ice Cream,Processing,Online Store,2,30,1489,143,212927,5/15/2025,05/19/2025
Creatine Monohydrate Pure,Creatine,Fruit Punch,Returned,Retail Store,1.1,100,1373,2351,3227923,10/22/2026,10/30/2026
Plant Power Vegan,Protein Powder,Unflavored,Delivered,Retail Store,2,30,1596,442,705432,4/16/2026,04/26/2026
Creatine Drive,Creatine,Blue Raspberry,Processing,Retail Store,1.1,100,1283,3092,3967036,4/6/2026,04/10/2026
Pre-Workout Ignition,Pre-Workout,Sour Apple,Cancelled,Marketplace,0.66,30,1435,164,235340,2/10/2025,02/15/2025
Creatine Drive,Creatine,Blue Raspberry,Delivered,Retail Store,0.66,60,627,4949,3103023,4/16/2026,04/18/2026
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Delivered,Online Store,5,75,3002,193,579386,4/18/2026,04/20/2026
Nitro Whey Concentrate,Protein Powder,Unflavored,Delivered,Marketplace,5,75,3415,4922,16808630,11/2/2026,11/07/2026
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Shipped,Online Store,2,30,1650,2151,3549150,5/29/2026,06/06/2026
Titan Weight Gainer,Weight Gainer,Double Chocolate,Cancelled,Marketplace,6,16,2398,2946,7064508,4/30/2025,05/02/2025
Mass Gainer Pro,Weight Gainer,Vanilla Custard,Shipped,Marketplace,12,32,3463,1467,5080221,12/24/2026,12/31/2026
Nitro Whey Concentrate,Protein Powder,Milk Chocolate,Returned,Retail Store,5,75,3027,3523,10664121,2/28/2026,03/08/2026
Creatine Monohydrate Pure,Creatine,Blue Raspberry,Delivered,Online Store,0.66,60,900,976,878400,4/3/2026,04/12/2026
Plant Power Vegan,Protein Powder,Unflavored,Returned,Marketplace,5,75,2911,4694,13664234,11/30/2025,12/03/2025
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Shipped,Gym Partner,2,30,1587,2752,4367424,3/24/2025,03/26/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Cancelled,Marketplace,6,16,2366,3891,9206106,9/29/2025,10/01/2025
Pre-Workout Ignition,Pre-Workout,Watermelon,Shipped,Marketplace,1.33,60,2309,3143,7257187,5/18/2025,05/27/2025
Whey Isolate Elite,Protein Powder,Milk Chocolate,Delivered,Marketplace,5,75,3373,2501,8435873,8/13/2026,08/23/2026
Plant Power Vegan,Protein Powder,Vanilla Ice Cream,Processing,Gym Partner,5,75,3010,3117,9382170,3/12/2026,03/15/2026
Plant Power Vegan,Protein Powder,Unflavored,Shipped,Gym Partner,5,75,3633,4353,15814449,6/18/2025,06/27/2025
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Delivered,Retail Store,12,32,3362,267,897654,10/10/2025,10/15/2025
Plant Power Vegan,Protein Powder,Milk Chocolate,Processing,Online Store,2,30,1249,681,850569,3/30/2025,04/07/2025
Nitro Whey Concentrate,Protein Powder,Unflavored,Returned,Gym Partner,5,75,3047,3740,11395780,8/20/2026,08/28/2026
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Returned,Online Store,0.66,30,1191,3483,4148253,12/24/2025,01/03/2026
Creatine Drive,Creatine,Blue Raspberry,Shipped,Online Store,1.1,100,1358,4795,6511610,10/28/2025,11/02/2025
Plant Power Vegan,Protein Powder,Cookies & Cream,Shipped,Online Store,5,75,3585,1971,7066035,3/25/2026,03/30/2026
Nitro Whey Concentrate,Protein Powder,Unflavored,Cancelled,Gym Partner,5,75,2844,2183,6208452,8/7/2026,08/11/2026
Whey Isolate Elite,Protein Powder,Vanilla Ice Cream,Returned,Gym Partner,5,75,3098,13,40274,3/30/2025,04/03/2025
Max Pre-Workout,Pre-Workout,Sour Apple,Processing,Online Store,0.66,30,1485,3384,5025240,11/24/2025,11/29/2025
Titan Weight Gainer,Weight Gainer,Double Chocolate,Processing,Gym Partner,6,16,1902,2669,5076438,4/7/2025,04/15/2025
Titan Weight Gainer,Weight Gainer,Double Chocolate,Processing,Gym Partner,12,32,3468,667,2313156,8/2/2025,08/11/2025
Whey Isolate Elite,Protein Powder,Cookies & Cream,Returned,Marketplace,5,75,3581,4991,17872771,6/7/2026,06/15/2026
Titan Weight Gainer,Weight Gainer,Vanilla Custard,Shipped,Online Store,6,16,1815,968,1756920,10/23/2026,10/29/2026
Whey Isolate Elite,Protein Powder,Unflavored,Shipped,Online Store,5,75,3286,3930,12913980,12/2/2026,12/04/2026
Nitro Whey Concentrate,Protein Powder,Unflavored,Delivered,Gym Partner,5,75,3743,557,2084851,9/19/2026,09/28/2026
Mass Gainer Pro,Weight Gainer,Double Chocolate,Delivered,Online Store,12,32,3202,3248,10400096,9/3/2025,09/10/2025
Creatine Drive,Creatine,Blue Raspberry,Shipped,Gym Partner,1.1,100,1411,4137,5837307,8/23/2026,08/28/2026
Whey Isolate Elite,Protein Powder,Unflavored,Delivered,Gym Partner,5,75,3173,3444,10927812,5/22/2025,05/24/2025
Pre-Workout Ignition,Pre-Workout,Fruit Punch,Delivered,Online Store,1,45,1919,1168,2241392,9/13/2026,09/16/2026
Pre-Workout Ignition,Pre-Workout,Sour Apple,Shipped,Online Store,0.66,30,1321,11,14531,5/21/2025,05/28/2025
